"","e9-set3","e9-set5","e9-set6","e16-set3","e16-set4","e16-set5","e16-set6"
"ENSMUSG00000103089",0,3,0,0,0,0,0
"ENSMUSG00000009633",619,521,494,2058,1849,1828,2278
"ENSMUSG00000104348",36,30,17,248,177,208,146
"ENSMUSG00000103736",0,0,0,1,0,0,0
"ENSMUSG00000016179",163,179,212,403,418,379,351
"ENSMUSG00000103895",0,0,0,0,0,0,0
"ENSMUSG00000102648",0,0,0,1,0,0,0
"ENSMUSG00000102981",0,0,0,0,0,0,0
"ENSMUSG00000097850",0,0,0,0,0,0,0
"ENSMUSG00000065533",0,0,0,0,0,0,0
"ENSMUSG00000104182",0,0,0,0,0,0,0
"ENSMUSG00000103692",0,0,0,0,0,0,0
"ENSMUSG00000026640",859,1307,1151,1306,1565,1448,1371
"ENSMUSG00000102523",0,1,0,0,1,0,0
"ENSMUSG00000102621",2,0,3,0,0,2,0
"ENSMUSG00000102841",3,1,0,2,0,0,2
"ENSMUSG00000103776",0,0,0,0,0,0,0
"ENSMUSG00000103597",0,0,0,0,0,0,0
"ENSMUSG00000092633",0,0,0,0,0,0,0
"ENSMUSG00000084631",0,0,0,0,0,0,0
"ENSMUSG00000016494",2191,1921,1692,5692,5839,5886,5854
"ENSMUSG00000097325",28,28,17,26,55,49,30
"ENSMUSG00000096929",8,5,0,17,19,14,9
"ENSMUSG00000104206",1,1,0,0,0,0,0
"ENSMUSG00000104525",0,0,1,1,0,0,0
"ENSMUSG00000103867",0,3,0,0,0,0,0
"ENSMUSG00000104077",0,0,1,0,0,0,0
"ENSMUSG00000016493",31,25,23,57,52,69,26
"ENSMUSG00000065412",0,0,0,0,0,0,0
"ENSMUSG00000065548",0,0,0,0,0,0,0
"ENSMUSG00000104010",2,5,8,1,4,3,1
"ENSMUSG00000103443",0,3,2,0,5,0,1
"ENSMUSG00000016481",1413,1215,1234,1287,1412,1552,1201
"ENSMUSG00000026616",8,10,7,5,3,2,2
"ENSMUSG00000102236",0,0,0,0,0,0,1
"ENSMUSG00000093823",0,0,0,0,0,0,0
"ENSMUSG00000099208",0,0,0,0,0,0,0
"ENSMUSG00000104297",0,0,0,0,0,0,1
"ENSMUSG00000102307",0,0,0,1,1,0,1
"ENSMUSG00000103120",0,0,0,0,0,0,0
"ENSMUSG00000099154",0,0,0,0,0,0,0
"ENSMUSG00000050530",2621,2774,2903,1937,1987,2150,2133
"ENSMUSG00000026643",2263,2191,2423,1177,1363,1205,945
"ENSMUSG00000075837",0,3,2,0,0,0,2
"ENSMUSG00000049950",314,223,230,201,211,212,172
"ENSMUSG00000026644",3,4,3,1,2,0,4
"ENSMUSG00000026645",0,0,0,0,0,0,0
"ENSMUSG00000103786",0,0,0,0,0,0,0
"ENSMUSG00000026650",0,0,0,1,2,0,0
"ENSMUSG00000026648",243,327,272,147,172,149,136
"ENSMUSG00000026646",1156,1009,1012,277,270,293,282
"ENSMUSG00000085043",0,5,12,2,1,1,4
"ENSMUSG00000109865",3084,2669,2537,1555,1644,1668,1589
"ENSMUSG00000051396",621,607,647,217,222,220,185
"ENSMUSG00000039496",37,28,32,39,40,55,54
"ENSMUSG00000081278",0,0,0,0,0,0,1
"ENSMUSG00000082580",1,0,0,1,2,0,1
"ENSMUSG00000026655",2106,1801,1689,1075,1221,1296,1095
"ENSMUSG00000080703",0,0,0,0,0,0,1
"ENSMUSG00000081070",2,2,3,2,2,1,2
"ENSMUSG00000085205",0,0,0,0,0,0,4
"ENSMUSG00000085656",0,0,0,0,0,0,0
"ENSMUSG00000086445",0,0,0,0,0,0,0
"ENSMUSG00000026657",1305,1590,1483,2105,2380,2199,2019
"ENSMUSG00000086458",0,0,0,0,0,0,0
"ENSMUSG00000081889",0,0,0,0,0,0,0
"ENSMUSG00000104284",0,0,0,0,0,0,1
"ENSMUSG00000102517",0,0,0,0,0,0,0
"ENSMUSG00000084859",0,1,0,1,0,0,0
"ENSMUSG00000086921",0,0,0,0,0,0,0
"ENSMUSG00000102816",0,0,0,0,0,0,0
"ENSMUSG00000102136",0,0,0,0,0,0,0
"ENSMUSG00000102357",0,0,0,0,0,0,0
"ENSMUSG00000087355",6,9,16,18,4,8,10
"ENSMUSG00000102494",2,0,0,0,0,0,0
"ENSMUSG00000075826",0,0,0,0,0,0,0
"ENSMUSG00000086874",0,0,0,0,0,0,1
"ENSMUSG00000086018",0,0,1,0,0,1,1
"ENSMUSG00000039449",1816,1678,1671,1527,1565,1672,1550
"ENSMUSG00000083378",1,5,4,2,2,2,1
"ENSMUSG00000048186",93,85,76,117,113,130,152
"ENSMUSG00000083407",0,0,0,0,0,1,0
"ENSMUSG00000026662",3453,3543,3357,2095,2565,2662,2673
"ENSMUSG00000026664",949,728,620,3932,3724,3778,3869
"ENSMUSG00000086670",0,3,3,9,12,9,1
"ENSMUSG00000082795",0,0,0,0,0,0,0
"ENSMUSG00000069188",5,3,2,1,6,2,3
"ENSMUSG00000026668",2,0,0,1,3,4,3
"ENSMUSG00000026669",1434,1556,1548,404,464,503,448
"ENSMUSG00000026672",344,342,333,766,831,757,730
"ENSMUSG00000086430",3,1,0,1,2,0,0
"ENSMUSG00000097770",0,0,0,0,5,4,2
"ENSMUSG00000026676",11,4,4,332,337,344,395
"ENSMUSG00000081005",0,0,0,0,1,0,0
"ENSMUSG00000084606",0,0,0,0,0,0,0
"ENSMUSG00000080820",0,0,0,0,0,0,0
"ENSMUSG00000039145",97,40,65,750,675,1199,890
"ENSMUSG00000082013",0,1,1,1,2,2,2
"ENSMUSG00000039128",4866,3518,3555,2880,2965,2716,3013
"ENSMUSG00000025817",2816,2355,2469,1385,1401,1473,1603
"ENSMUSG00000056718",51,42,58,19,25,18,12
"ENSMUSG00000025816",1377,1482,1474,802,978,872,793
"ENSMUSG00000085818",2,1,0,0,0,3,0
"ENSMUSG00000025815",118,152,159,126,154,111,89
"ENSMUSG00000043241",1712,1613,1812,1163,1171,1223,992
"ENSMUSG00000045319",382,390,389,861,761,732,752
"ENSMUSG00000082332",0,0,0,0,0,0,0
"ENSMUSG00000102887",0,0,0,2,0,3,0
"ENSMUSG00000039063",103,101,112,277,202,230,235
"ENSMUSG00000087125",9,7,4,3,5,5,9
"ENSMUSG00000087485",0,0,0,0,2,0,0
"ENSMUSG00000039046",1226,1502,1468,914,1104,1161,1100
"ENSMUSG00000085716",0,0,0,0,0,0,0
"ENSMUSG00000086109",2,1,3,6,6,3,6
"ENSMUSG00000102599",0,1,0,2,0,1,0
"ENSMUSG00000002107",2148,1613,1549,2403,2665,2505,2401
"ENSMUSG00000087079",0,0,0,0,0,0,0
"ENSMUSG00000075538",0,1,0,2,3,0,0
"ENSMUSG00000103412",0,0,0,0,0,0,0
"ENSMUSG00000062319",3,4,0,1,0,0,0
"ENSMUSG00000065824",0,0,0,0,0,0,1
"ENSMUSG00000097774",0,0,1,0,0,0,0
"ENSMUSG00000077396",0,0,0,0,0,0,0
"ENSMUSG00000099424",0,0,0,0,0,0,0
"ENSMUSG00000083252",0,0,0,0,0,0,0
"ENSMUSG00000085070",0,0,0,0,0,0,0
"ENSMUSG00000083269",0,0,0,0,0,0,0
"ENSMUSG00000088574",0,0,0,0,0,0,0
"ENSMUSG00000084374",0,0,0,0,0,0,0
"ENSMUSG00000082953",0,0,5,1,2,4,6
"ENSMUSG00000085580",0,0,0,0,0,0,0
"ENSMUSG00000095951",0,0,0,0,0,0,0
"ENSMUSG00000083423",0,0,0,0,0,0,0
"ENSMUSG00000079604",0,0,0,0,0,0,1
"ENSMUSG00000081202",0,0,0,0,0,0,0
"ENSMUSG00000079603",0,0,0,0,0,0,0
"ENSMUSG00000104276",0,0,0,0,0,0,0
"ENSMUSG00000015619",262,163,171,77,56,69,62
"ENSMUSG00000086618",1,1,2,0,1,0,0
"ENSMUSG00000025783",56,84,74,16,17,24,7
"ENSMUSG00000079602",25,33,24,5,4,2,2
"ENSMUSG00000075534",6,7,4,0,0,1,0
"ENSMUSG00000025782",877,773,814,586,650,652,522
"ENSMUSG00000103570",8,5,10,4,13,3,6
"ENSMUSG00000025781",13616,10493,10096,21449,21352,20096,22281
"ENSMUSG00000077733",0,2,5,2,7,1,1
"ENSMUSG00000037262",1009,635,729,493,549,507,391
"ENSMUSG00000037254",2,482,1,8,17,10,14
"ENSMUSG00000025780",242,387,286,1302,1357,1517,978
"ENSMUSG00000086748",0,1,0,0,0,0,0
"ENSMUSG00000061186",87,121,121,56,86,51,62
"ENSMUSG00000080500",0,0,0,0,0,0,0
"ENSMUSG00000080627",0,0,0,0,0,0,0
"ENSMUSG00000092793",0,0,0,0,0,0,0
"ENSMUSG00000077972",0,0,0,0,0,0,0
"ENSMUSG00000077038",0,0,0,0,0,0,0
"ENSMUSG00000080653",0,0,0,0,0,0,0
"ENSMUSG00000076126",0,0,0,0,0,0,0
"ENSMUSG00000077131",0,0,0,0,0,0,0
"ENSMUSG00000077834",0,0,0,0,0,0,0
"ENSMUSG00000077998",0,0,0,0,0,0,0
"ENSMUSG00000076959",0,0,0,0,0,0,0
"ENSMUSG00000080504",0,0,0,0,0,0,0
"ENSMUSG00000077981",0,0,0,0,0,0,0
"ENSMUSG00000076983",0,0,0,0,0,0,0
"ENSMUSG00000078026",0,0,0,0,0,0,0
"ENSMUSG00000094165",0,0,0,0,0,0,0
"ENSMUSG00000077049",0,0,0,0,0,0,0
"ENSMUSG00000106608",0,0,0,0,0,0,0
"ENSMUSG00000076028",0,0,0,0,0,0,0
"ENSMUSG00000094297",0,0,0,0,0,0,0
"ENSMUSG00000095843",0,0,0,0,0,0,0
"ENSMUSG00000096624",0,0,0,0,0,0,0
"ENSMUSG00000095269",0,0,0,0,0,0,0
"ENSMUSG00000096583",0,0,0,0,0,0,0
"ENSMUSG00000080459",0,0,0,0,0,0,0
"ENSMUSG00000095938",0,0,0,0,0,0,0
"ENSMUSG00000095340",0,0,0,0,0,0,0
"ENSMUSG00000096027",0,0,0,0,0,0,0
"ENSMUSG00000104933",0,0,0,0,0,0,0
"ENSMUSG00000105546",0,0,0,0,0,0,0
"ENSMUSG00000095336",0,0,0,0,0,0,0
"ENSMUSG00000094190",0,0,0,0,0,0,0
"ENSMUSG00000095509",0,0,0,0,0,0,0
"ENSMUSG00000104561",0,0,0,0,0,0,0
"ENSMUSG00000104734",0,0,0,0,0,0,0
"ENSMUSG00000094927",0,0,0,0,0,0,0
"ENSMUSG00000080405",0,0,0,0,0,0,0
"ENSMUSG00000095198",0,0,0,0,0,0,0
"ENSMUSG00000094659",0,0,0,0,0,0,0
"ENSMUSG00000105330",0,0,0,0,0,0,0
"ENSMUSG00000096264",0,0,0,0,0,0,0
"ENSMUSG00000096651",0,0,0,0,0,0,0
"ENSMUSG00000094101",0,0,0,0,0,0,0
"ENSMUSG00000096492",0,0,0,0,0,0,0
"ENSMUSG00000096239",0,0,0,0,0,0,0
"ENSMUSG00000106027",0,0,0,0,0,0,0
"ENSMUSG00000094363",0,0,0,0,0,0,0
"ENSMUSG00000095884",0,0,0,0,0,0,0
"ENSMUSG00000094506",0,0,0,0,0,0,0
"ENSMUSG00000094159",0,0,0,0,0,0,0
"ENSMUSG00000096113",0,0,0,0,0,0,0
"ENSMUSG00000096134",0,0,0,0,0,0,0
"ENSMUSG00000094009",0,0,0,0,0,0,0
"ENSMUSG00000096782",0,0,0,0,0,0,0
"ENSMUSG00000096835",0,0,0,0,0,0,0
"ENSMUSG00000096587",0,0,0,0,0,0,0
"ENSMUSG00000095536",0,0,0,0,0,0,0
"ENSMUSG00000104652",0,0,0,0,0,0,0
"ENSMUSG00000095786",0,0,0,0,0,0,0
"ENSMUSG00000096748",0,0,0,0,0,0,0
"ENSMUSG00000096880",0,0,0,0,0,0,0
"ENSMUSG00000094688",0,0,0,0,0,0,0
"ENSMUSG00000094261",0,0,0,0,0,0,0
"ENSMUSG00000105182",0,0,0,0,0,0,0
"ENSMUSG00000093995",0,0,0,0,0,0,0
"ENSMUSG00000094709",0,0,0,0,0,0,0
"ENSMUSG00000094067",0,0,0,0,0,0,0
"ENSMUSG00000096512",0,0,0,0,0,0,0
"ENSMUSG00000096360",0,0,0,0,0,0,0
"ENSMUSG00000093900",0,0,0,0,0,0,0
"ENSMUSG00000095151",0,0,0,0,0,0,0
"ENSMUSG00000094457",0,0,0,0,0,0,0
"ENSMUSG00000093914",0,0,0,0,0,0,0
"ENSMUSG00000095222",0,0,0,0,0,0,0
"ENSMUSG00000076966",0,0,0,0,0,0,0
"ENSMUSG00000105365",0,0,0,0,0,0,0
"ENSMUSG00000080649",0,0,0,0,0,0,0
"ENSMUSG00000096889",0,0,0,0,0,0,0
"ENSMUSG00000080476",0,0,0,0,0,0,0
"ENSMUSG00000093907",0,0,0,0,0,0,0
"ENSMUSG00000096053",0,0,0,0,0,0,0
"ENSMUSG00000106488",0,0,0,0,0,0,0
"ENSMUSG00000080684",0,0,0,0,0,0,0
"ENSMUSG00000095051",0,0,0,0,0,0,0
"ENSMUSG00000094943",0,0,0,0,0,0,0
"ENSMUSG00000096894",0,0,0,0,0,0,0
"ENSMUSG00000076994",0,0,0,0,0,0,0
"ENSMUSG00000105783",0,0,0,0,0,0,0
"ENSMUSG00000094327",0,0,0,0,0,0,0
"ENSMUSG00000076948",0,0,0,0,0,0,0
"ENSMUSG00000077113",0,0,0,0,0,0,0
"ENSMUSG00000094330",0,0,0,0,0,0,0
"ENSMUSG00000080624",0,0,0,0,0,0,0
"ENSMUSG00000077021",0,0,0,0,0,0,0
"ENSMUSG00000070099",0,0,0,0,0,0,0
"ENSMUSG00000080558",0,0,0,0,0,0,0
"ENSMUSG00000076976",0,0,0,0,0,0,0
"ENSMUSG00000076118",0,0,0,0,0,0,0
"ENSMUSG00000077095",0,0,0,0,0,0,0
"ENSMUSG00000077104",0,0,0,0,0,0,0
"ENSMUSG00000076014",0,0,0,0,0,0,0
"ENSMUSG00000092961",0,0,0,0,0,0,0
"ENSMUSG00000092697",0,0,0,0,0,0,0
"ENSMUSG00000088833",0,0,0,0,0,0,0
"ENSMUSG00000076222",0,0,0,0,0,0,0
"ENSMUSG00000078031",0,0,0,0,0,0,0
"ENSMUSG00000095699",0,0,0,0,0,0,0
"ENSMUSG00000089570",0,0,0,0,0,0,0
"ENSMUSG00000088980",0,0,0,0,0,0,0
"ENSMUSG00000077991",0,0,0,0,0,0,0
"ENSMUSG00000077086",0,0,0,0,0,0,0
"ENSMUSG00000078025",0,0,0,0,0,0,0
"ENSMUSG00000077941",0,0,0,0,0,0,0
"ENSMUSG00000076956",0,0,0,0,0,0,0
"ENSMUSG00000078060",0,0,0,0,0,0,0
"ENSMUSG00000077954",0,0,0,0,0,0,0
"ENSMUSG00000080686",0,0,0,0,0,0,0
"ENSMUSG00000080657",0,0,0,0,0,0,0
"ENSMUSG00000080594",0,0,0,0,0,1,0
"ENSMUSG00000103237",0,0,0,0,0,0,0
"ENSMUSG00000081367",0,0,0,0,0,0,0
"ENSMUSG00000082871",0,0,0,0,0,0,0
"ENSMUSG00000102734",0,0,0,0,0,0,0
"ENSMUSG00000089007",0,0,0,0,0,0,0
"ENSMUSG00000085257",0,0,0,0,0,0,0
"ENSMUSG00000084560",0,0,0,0,0,0,0
"ENSMUSG00000081693",0,0,0,0,0,0,0
"ENSMUSG00000083900",0,0,0,0,0,0,0
"ENSMUSG00000026778",44,50,27,39,29,53,35
"ENSMUSG00000103774",0,1,0,0,0,0,0
"ENSMUSG00000103253",0,0,0,0,0,0,0
"ENSMUSG00000102992",0,0,0,0,0,0,3
"ENSMUSG00000102196",0,0,1,0,0,0,0
"ENSMUSG00000102894",2,3,3,0,0,2,1
"ENSMUSG00000102674",0,0,4,1,0,1,1
"ENSMUSG00000086006",1,8,1,2,9,3,3
"ENSMUSG00000103223",0,0,1,0,0,0,0
"ENSMUSG00000103321",0,0,0,0,0,0,0
"ENSMUSG00000086491",0,2,7,0,2,1,0
"ENSMUSG00000082424",64,126,120,79,75,58,71
"ENSMUSG00000082314",4,0,3,7,3,6,7
"ENSMUSG00000026773",1213,1556,1611,1167,1075,1001,931
"ENSMUSG00000102329",0,0,0,0,0,0,0
"ENSMUSG00000102376",1,1,0,0,0,0,1
"ENSMUSG00000037197",5003,4167,4022,2924,2894,2786,3135
"ENSMUSG00000082727",0,0,0,0,0,0,0
"ENSMUSG00000091312",0,0,0,0,0,0,0
"ENSMUSG00000026770",1,0,0,0,0,0,0
"ENSMUSG00000104101",0,0,0,0,0,0,0
"ENSMUSG00000023206",124,94,91,322,392,306,277
"ENSMUSG00000058594",3285,3522,3396,3777,3975,3887,3897
"ENSMUSG00000047909",1196,1231,1135,1000,1336,1017,531
"ENSMUSG00000103542",0,0,0,0,0,0,0
"ENSMUSG00000080801",0,0,0,1,1,0,0
"ENSMUSG00000026768",98,142,53,682,787,780,533
"ENSMUSG00000104174",0,1,0,0,0,0,0
"ENSMUSG00000086843",5,4,3,25,25,37,21
"ENSMUSG00000026767",1530,1228,1237,761,789,882,843
"ENSMUSG00000102630",6,2,2,0,0,0,3
"ENSMUSG00000104449",16,0,4,0,1,0,0
"ENSMUSG00000104406",0,1,3,0,0,1,0
"ENSMUSG00000083547",2,1,1,2,0,0,0
"ENSMUSG00000104045",0,0,0,9,9,13,13
"ENSMUSG00000026730",696,606,471,584,594,586,477
"ENSMUSG00000049630",30,11,8,41,33,20,40
"ENSMUSG00000104459",13,10,4,13,6,6,7
"ENSMUSG00000102900",0,2,2,3,4,4,1
"ENSMUSG00000103599",0,1,0,0,0,1,0
"ENSMUSG00000103143",0,2,1,0,4,0,0
"ENSMUSG00000026727",2102,2034,2197,2404,2449,2431,2353
"ENSMUSG00000103360",0,0,0,1,0,1,0
"ENSMUSG00000102691",23,12,7,8,9,13,10
"ENSMUSG00000099246",0,0,0,0,0,0,0
"ENSMUSG00000103232",1,1,0,1,2,0,0
"ENSMUSG00000086358",10,8,18,11,18,6,8
"ENSMUSG00000026726",49,88,51,66,81,93,72
"ENSMUSG00000026723",273,265,230,302,287,301,328
"ENSMUSG00000026728",27853,24675,22498,39802,38917,38220,35685
"ENSMUSG00000003418",2,6,8,106,95,132,100
"ENSMUSG00000104354",0,0,0,0,0,0,0
"ENSMUSG00000063275",3008,2469,2641,3380,3175,3075,3794
"ENSMUSG00000102553",81,45,52,13,33,31,12
"ENSMUSG00000103926",5,5,13,5,10,9,6
"ENSMUSG00000086657",25,14,25,9,12,15,7
"ENSMUSG00000026718",1890,1673,1901,1194,1327,1330,1225
"ENSMUSG00000103901",40,18,16,17,9,18,11
"ENSMUSG00000061531",8,7,4,4,8,8,9
"ENSMUSG00000083545",0,0,0,0,1,0,0
"ENSMUSG00000026712",287,108,118,729,681,537,424
"ENSMUSG00000077897",0,0,0,0,0,0,0
"ENSMUSG00000103475",0,0,0,0,0,0,0
"ENSMUSG00000036949",6,8,1,1,1,4,6
"ENSMUSG00000084901",3,6,0,0,3,0,1
"ENSMUSG00000057914",1817,2121,2255,1572,1900,1785,1603
"ENSMUSG00000075525",0,0,0,0,0,0,0
"ENSMUSG00000104153",0,0,0,0,0,0,0
"ENSMUSG00000070271",17,7,6,2,6,4,5
"ENSMUSG00000083633",0,2,5,0,1,0,0
"ENSMUSG00000104034",4,7,1,0,0,0,0
"ENSMUSG00000081008",0,2,2,0,0,0,0
"ENSMUSG00000082542",0,3,1,0,0,1,2
"ENSMUSG00000104106",3,0,2,3,0,0,0
"ENSMUSG00000103885",0,5,2,0,0,2,0
"ENSMUSG00000083305",7,5,2,2,3,6,1
"ENSMUSG00000103050",3,2,1,1,0,1,2
"ENSMUSG00000087086",0,0,0,1,0,0,1
"ENSMUSG00000085281",0,0,0,0,0,0,1
"ENSMUSG00000102673",0,1,1,0,0,0,0
"ENSMUSG00000104271",6,20,25,6,10,22,16
"ENSMUSG00000026707",282,261,253,172,172,197,151
"ENSMUSG00000103778",6,0,1,1,0,1,2
"ENSMUSG00000017418",2183,2394,2600,1525,1600,1759,1590
"ENSMUSG00000102258",0,1,1,2,1,1,0
"ENSMUSG00000083860",3,0,1,0,0,1,2
"ENSMUSG00000080930",0,0,0,0,0,0,0
"ENSMUSG00000083631",0,0,0,0,0,0,0
"ENSMUSG00000082632",1,4,4,0,1,0,2
"ENSMUSG00000081389",0,0,0,0,0,0,0
"ENSMUSG00000075520",0,0,0,0,0,0,0
"ENSMUSG00000103356",0,0,0,0,0,0,0
"ENSMUSG00000081245",0,0,0,0,0,0,1
"ENSMUSG00000103865",1,0,0,1,0,0,1
"ENSMUSG00000026748",370,436,344,523,638,673,529
"ENSMUSG00000076950",0,0,0,0,0,0,0
"ENSMUSG00000082235",0,0,0,0,2,0,0
"ENSMUSG00000081525",0,0,0,0,0,0,0
"ENSMUSG00000085193",0,0,0,0,0,0,0
"ENSMUSG00000053702",27160,33901,37877,11078,13968,13772,11790
"ENSMUSG00000085100",10,4,3,0,0,2,2
"ENSMUSG00000099161",0,0,0,0,0,0,0
"ENSMUSG00000081851",0,0,0,0,0,0,1
"ENSMUSG00000062651",0,0,0,0,0,0,0
"ENSMUSG00000081116",0,0,0,1,0,0,0
"ENSMUSG00000054057",677,597,503,723,736,829,809
"ENSMUSG00000085319",12,4,3,2,2,2,2
"ENSMUSG00000054074",1427,1253,1227,712,766,795,735
"ENSMUSG00000086340",7,9,1,9,13,10,6
"ENSMUSG00000026743",1800,1981,2054,1429,1671,1659,1453
"ENSMUSG00000099050",4,6,2,1,3,3,2
"ENSMUSG00000092814",2,1,2,0,0,0,0
"ENSMUSG00000064964",0,0,0,1,0,0,0
"ENSMUSG00000081619",2,2,1,3,0,6,0
"ENSMUSG00000026740",792,758,789,851,886,955,756
"ENSMUSG00000083070",1,0,0,1,1,0,0
"ENSMUSG00000082520",0,0,0,0,1,0,1
"ENSMUSG00000081181",0,0,0,0,0,0,0
"ENSMUSG00000082943",0,0,0,0,0,0,0
"ENSMUSG00000086882",1,0,0,0,2,0,0
"ENSMUSG00000051154",852,649,554,2399,2344,2203,2496
"ENSMUSG00000026739",1230,1003,955,1900,2005,1877,1889
"ENSMUSG00000037708",0,0,2,1,9,5,3
"ENSMUSG00000092353",0,1,0,7,5,2,4
"ENSMUSG00000081139",0,1,0,1,0,0,1
"ENSMUSG00000097638",0,0,0,0,2,0,0
"ENSMUSG00000026737",889,831,918,703,759,803,741
"ENSMUSG00000026736",9,6,10,7,5,10,9
"ENSMUSG00000083281",0,0,0,1,0,0,0
"ENSMUSG00000037683",2,6,2,6,7,1,7
"ENSMUSG00000087674",0,1,1,2,3,2,3
"ENSMUSG00000023094",426,267,262,889,782,845,912
"ENSMUSG00000109733",0,0,0,1,2,6,3
"ENSMUSG00000087103",0,0,0,1,4,2,0
"ENSMUSG00000085388",0,0,0,0,0,0,0
"ENSMUSG00000026735",0,0,0,0,0,0,0
"ENSMUSG00000056329",0,0,0,4,1,3,5
"ENSMUSG00000026734",0,0,0,1,0,1,0
"ENSMUSG00000084160",0,0,0,0,0,0,0
"ENSMUSG00000086621",0,0,0,0,0,0,0
"ENSMUSG00000080227",0,0,0,0,1,0,0
"ENSMUSG00000043415",361,235,201,1036,1244,1058,1050
"ENSMUSG00000087246",0,0,5,0,0,0,0
"ENSMUSG00000083893",0,0,0,0,0,0,0
"ENSMUSG00000077342",0,0,0,0,0,0,0
"ENSMUSG00000105927",0,0,0,0,0,0,0
"ENSMUSG00000036617",726,1028,1067,715,785,731,553
"ENSMUSG00000065644",0,0,0,0,0,0,0
"ENSMUSG00000083777",0,0,0,0,0,0,1
"ENSMUSG00000060795",0,0,3,1,0,1,1
"ENSMUSG00000082164",0,0,0,0,1,0,0
"ENSMUSG00000081128",10,6,3,10,6,9,4
"ENSMUSG00000065253",0,0,0,0,0,0,0
"ENSMUSG00000091457",0,0,0,0,0,0,0
"ENSMUSG00000085477",0,0,0,0,0,0,0
"ENSMUSG00000098575",0,0,0,0,0,0,0
"ENSMUSG00000086418",0,0,0,0,0,1,1
"ENSMUSG00000036591",1939,2578,2489,2942,3648,3360,3015
"ENSMUSG00000085206",7,0,1,0,0,1,0
"ENSMUSG00000075514",170,142,99,319,380,352,370
"ENSMUSG00000086821",0,0,0,0,2,0,2
"ENSMUSG00000087219",0,0,0,0,0,0,0
"ENSMUSG00000026679",138,90,68,92,96,114,80
"ENSMUSG00000089576",0,0,0,0,0,0,0
"ENSMUSG00000048550",460,399,402,271,272,269,299
"ENSMUSG00000084071",0,0,0,0,0,0,0
"ENSMUSG00000085680",0,0,0,0,0,0,0
"ENSMUSG00000045967",32,0,0,20,31,29,27
"ENSMUSG00000080846",1,0,0,0,0,0,1
"ENSMUSG00000077572",0,0,0,0,0,0,0
"ENSMUSG00000081467",0,0,0,0,0,1,2
"ENSMUSG00000025716",0,0,2,0,0,0,1
"ENSMUSG00000082516",1,0,0,2,1,1,1
"ENSMUSG00000083863",29,10,6,67,42,45,71
"ENSMUSG00000083563",60,17,18,137,143,130,188
"ENSMUSG00000082884",3,2,0,9,4,6,5
"ENSMUSG00000026787",58,32,43,44,57,91,51
"ENSMUSG00000106199",0,0,0,0,0,0,0
"ENSMUSG00000092811",0,0,0,0,0,0,0
"ENSMUSG00000083453",0,0,0,0,0,0,0
"ENSMUSG00000085353",0,0,0,0,0,0,0
"ENSMUSG00000083057",0,0,0,0,0,0,0
"ENSMUSG00000026786",90,41,47,99,88,77,58
"ENSMUSG00000069136",32,20,21,24,13,14,5
"ENSMUSG00000026784",1072,872,1006,741,936,824,935
"ENSMUSG00000084625",0,1,0,0,0,0,0
"ENSMUSG00000081861",0,5,3,0,0,0,0
"ENSMUSG00000058835",1935,1945,1928,1893,2016,2124,2032
"ENSMUSG00000083650",1,1,1,2,0,1,0
"ENSMUSG00000026781",1467,1160,1142,1364,1476,1506,1231
"ENSMUSG00000026779",793,771,793,466,578,573,493
"ENSMUSG00000026775",6192,5254,5385,4515,4360,4705,4033
"ENSMUSG00000081648",8,0,2,11,1,3,5
"ENSMUSG00000026774",0,0,0,0,0,0,0
"ENSMUSG00000084098",2,3,7,4,8,9,0
"ENSMUSG00000069132",3,0,0,7,6,3,8
"ENSMUSG00000102704",9,0,3,4,1,1,0
"ENSMUSG00000026771",788,651,597,836,860,1001,871
"ENSMUSG00000081519",0,0,0,0,0,0,0
"ENSMUSG00000083729",0,0,0,0,3,0,0
"ENSMUSG00000088368",0,0,0,0,0,0,2
"ENSMUSG00000083373",5,0,1,4,2,1,8
"ENSMUSG00000026986",66,45,39,91,104,107,105
"ENSMUSG00000061809",0,0,0,0,0,0,0
"ENSMUSG00000026985",0,0,0,0,0,0,0
"ENSMUSG00000083116",2,2,3,0,0,3,2
"ENSMUSG00000044103",0,0,0,1,0,2,0
"ENSMUSG00000026984",0,0,0,0,0,0,0
"ENSMUSG00000104173",0,0,0,0,0,0,0
"ENSMUSG00000083172",0,0,0,0,0,0,0
"ENSMUSG00000026983",0,0,0,0,0,0,0
"ENSMUSG00000046845",0,0,0,0,0,0,0
"ENSMUSG00000085999",0,0,0,0,0,0,0
"ENSMUSG00000026981",72,3,0,57,42,73,80
"ENSMUSG00000026979",54,35,31,58,99,102,97
"ENSMUSG00000026976",8,9,7,0,3,2,1
"ENSMUSG00000085057",0,0,0,2,2,5,2
"ENSMUSG00000099120",0,0,0,0,0,0,0
"ENSMUSG00000082307",1,0,1,1,2,2,4
"ENSMUSG00000085330",1,0,0,0,1,0,0
"ENSMUSG00000102591",0,0,0,0,0,0,0
"ENSMUSG00000084241",1,0,1,0,1,0,2
"ENSMUSG00000088571",0,0,0,0,0,0,0
"ENSMUSG00000004113",60,37,22,88,139,110,159
"ENSMUSG00000083973",0,0,0,0,0,0,0
"ENSMUSG00000036893",3020,3355,3377,2154,2424,2412,2224
"ENSMUSG00000103162",0,0,0,0,0,0,0
