"","e9-set3","e9-set5","e9-set6","e10-set2","e10-set3","e10-set5","e10-set6"
"ENSMUSG00000103629",0,0,0,0,0,0,0
"ENSMUSG00000051285",1215,1115,1027,2046,1788,1446,1599
"ENSMUSG00000098201",1,0,0,0,0,0,0
"ENSMUSG00000103509",9,74,81,103,121,54,41
"ENSMUSG00000048538",13,12,12,20,17,13,9
"ENSMUSG00000103709",0,0,0,0,0,0,0
"ENSMUSG00000077244",0,0,0,0,0,0,0
"ENSMUSG00000102768",0,0,0,0,0,0,0
"ENSMUSG00000097797",30,17,19,18,27,36,25
"ENSMUSG00000103498",0,0,0,0,0,0,0
"ENSMUSG00000103067",0,1,3,1,1,1,0
"ENSMUSG00000102320",0,0,0,0,0,0,0
"ENSMUSG00000104226",0,1,0,0,0,0,0
"ENSMUSG00000103903",0,0,0,0,1,0,0
"ENSMUSG00000103557",0,0,0,0,0,0,0
"ENSMUSG00000025909",4,0,0,0,0,1,3
"ENSMUSG00000102647",0,0,0,0,0,0,0
"ENSMUSG00000086235",0,0,1,1,0,0,0
"ENSMUSG00000102253",0,0,0,0,0,0,0
"ENSMUSG00000093970",0,0,0,0,0,0,0
"ENSMUSG00000103884",0,0,0,0,0,0,0
"ENSMUSG00000084353",15,6,5,8,8,12,9
"ENSMUSG00000103933",2,0,0,1,2,1,5
"ENSMUSG00000076135",1,0,1,0,0,1,3
"ENSMUSG00000086195",0,0,0,0,1,0,0
"ENSMUSG00000104504",0,0,0,0,0,0,0
"ENSMUSG00000066693",0,1,0,0,0,1,0
"ENSMUSG00000102316",0,0,1,0,0,0,0
"ENSMUSG00000103819",0,0,0,0,0,0,0
"ENSMUSG00000102871",0,0,0,0,0,0,0
"ENSMUSG00000101571",1,0,0,0,2,0,1
"ENSMUSG00000104428",0,0,0,0,0,0,0
"ENSMUSG00000102272",0,0,0,0,0,0,0
"ENSMUSG00000065625",0,0,0,0,0,0,0
"ENSMUSG00000103411",1,0,0,0,1,1,0
"ENSMUSG00000061024",2041,1992,1874,1960,1857,1824,1812
"ENSMUSG00000025911",31,21,16,56,48,44,35
"ENSMUSG00000079671",4,5,7,13,8,4,11
"ENSMUSG00000081441",3,4,4,4,6,5,5
"ENSMUSG00000067879",10,0,1,5,6,6,7
"ENSMUSG00000099827",0,0,0,0,0,0,0
"ENSMUSG00000025912",226,170,198,351,343,231,302
"ENSMUSG00000045210",1374,1307,1419,2339,2169,1702,1847
"ENSMUSG00000097893",12,45,33,85,70,46,43
"ENSMUSG00000025915",383,319,251,842,733,627,668
"ENSMUSG00000046334",1,1,1,4,5,3,1
"ENSMUSG00000088916",0,0,0,0,1,0,0
"ENSMUSG00000046101",33,31,25,33,25,29,42
"ENSMUSG00000098234",781,659,616,716,714,683,707
"ENSMUSG00000093178",8,11,14,9,6,5,3
"ENSMUSG00000099032",211,213,230,304,238,225,263
"ENSMUSG00000104025",3,1,6,6,5,1,1
"ENSMUSG00000025916",0,0,0,1,3,1,2
"ENSMUSG00000087199",0,0,0,0,0,0,0
"ENSMUSG00000095780",0,2,0,0,0,0,0
"ENSMUSG00000025917",4616,3859,3726,5908,5065,4584,4824
"ENSMUSG00000056763",850,893,913,1202,1218,1004,914
"ENSMUSG00000102356",0,0,0,0,1,0,0
"ENSMUSG00000067851",3925,4557,4945,6358,6126,4887,5187
"ENSMUSG00000088153",0,4,4,5,5,3,1
"ENSMUSG00000102556",0,0,2,1,0,0,0
"ENSMUSG00000042501",0,0,0,2,3,3,1
"ENSMUSG00000103810",0,0,0,0,0,0,0
"ENSMUSG00000083422",0,2,0,1,0,0,0
"ENSMUSG00000094979",0,0,0,0,0,0,0
"ENSMUSG00000081417",0,0,0,0,0,0,0
"ENSMUSG00000103448",0,0,0,0,0,0,0
"ENSMUSG00000100212",1,0,0,0,0,0,0
"ENSMUSG00000100648",0,0,0,1,0,0,0
"ENSMUSG00000088585",0,0,0,0,0,0,0
"ENSMUSG00000048960",444,556,679,899,774,568,553
"ENSMUSG00000077318",0,0,0,0,0,0,0
"ENSMUSG00000101827",0,0,0,0,0,3,0
"ENSMUSG00000103494",0,0,0,0,0,0,0
"ENSMUSG00000057715",13,3,0,2,5,7,12
"ENSMUSG00000103825",0,0,0,0,0,0,0
"ENSMUSG00000099845",0,0,0,0,0,0,0
"ENSMUSG00000103561",0,0,1,0,1,0,0
"ENSMUSG00000101610",1,1,0,0,1,2,1
"ENSMUSG00000093864",0,0,0,0,0,0,0
"ENSMUSG00000098555",0,0,0,0,0,0,0
"ENSMUSG00000097628",2,2,1,0,1,1,1
"ENSMUSG00000098163",0,0,1,1,0,0,0
"ENSMUSG00000097171",0,0,0,0,0,0,0
"ENSMUSG00000101314",0,0,0,0,0,0,0
"ENSMUSG00000016918",971,1061,884,3476,3427,2102,2454
"ENSMUSG00000025938",151,222,153,277,254,213,256
"ENSMUSG00000104518",0,0,0,0,0,0,0
"ENSMUSG00000069620",0,0,0,0,0,0,0
"ENSMUSG00000099498",0,0,0,0,0,0,0
"ENSMUSG00000042414",0,0,0,1,0,0,0
"ENSMUSG00000005886",1715,2571,2446,3874,3652,2692,2676
"ENSMUSG00000103506",3,2,3,1,4,0,4
"ENSMUSG00000103495",0,2,0,0,0,0,0
"ENSMUSG00000099183",0,0,0,0,0,0,0
"ENSMUSG00000102639",0,1,0,0,0,0,0
"ENSMUSG00000104170",0,0,0,0,0,0,0
"ENSMUSG00000087782",0,0,0,0,0,0,0
"ENSMUSG00000103085",0,1,3,10,1,0,2
"ENSMUSG00000102664",8,2,4,4,1,0,0
"ENSMUSG00000101476",4,0,4,1,0,2,3
"ENSMUSG00000101171",0,0,0,0,0,0,0
"ENSMUSG00000025935",3489,2610,2575,4488,4184,3529,3759
"ENSMUSG00000025937",967,858,749,1422,1252,940,1034
"ENSMUSG00000102982",2,19,15,10,10,11,7
"ENSMUSG00000067813",0,0,0,0,0,0,0
"ENSMUSG00000077368",0,0,0,0,0,0,0
"ENSMUSG00000097711",0,0,1,0,2,2,1
"ENSMUSG00000102166",0,0,0,0,0,0,0
"ENSMUSG00000089358",0,0,0,0,0,0,0
"ENSMUSG00000104209",0,0,0,0,0,2,0
"ENSMUSG00000025932",44,65,61,103,117,101,102
"ENSMUSG00000095853",0,0,0,0,0,0,0
"ENSMUSG00000102588",3,0,0,1,0,0,0
"ENSMUSG00000054493",0,0,0,0,0,0,0
"ENSMUSG00000025930",0,2,0,0,0,0,0
"ENSMUSG00000103492",0,0,0,1,0,0,0
"ENSMUSG00000081201",1,2,2,0,1,2,3
"ENSMUSG00000082193",8,5,4,14,10,12,10
"ENSMUSG00000032769",1,2,1,4,1,1,1
"ENSMUSG00000088159",0,0,0,0,0,0,0
"ENSMUSG00000073737",3,3,0,3,1,3,5
"ENSMUSG00000092083",8,25,15,37,30,20,18
"ENSMUSG00000102937",0,0,0,0,0,0,0
"ENSMUSG00000104149",0,2,0,0,0,0,0
"ENSMUSG00000088829",0,0,0,0,0,0,0
"ENSMUSG00000077377",0,0,0,0,0,0,0
"ENSMUSG00000101652",0,0,0,0,0,0,0
"ENSMUSG00000100814",0,0,0,0,0,0,0
"ENSMUSG00000025925",833,697,648,973,904,739,846
"ENSMUSG00000104379",1,3,5,3,1,2,8
"ENSMUSG00000032719",4,5,7,8,11,4,8
"ENSMUSG00000088943",0,0,0,0,0,0,0
"ENSMUSG00000100652",0,1,0,0,0,0,0
"ENSMUSG00000067795",1,0,0,1,0,3,1
"ENSMUSG00000043716",27720,23884,23388,32080,28137,26748,29561
"ENSMUSG00000025921",226,207,172,302,291,250,272
"ENSMUSG00000104165",0,0,0,0,0,2,0
"ENSMUSG00000100868",0,1,0,0,0,0,0
"ENSMUSG00000025920",843,734,712,1426,1278,956,1132
"ENSMUSG00000089982",0,0,0,0,0,0,0
"ENSMUSG00000025939",1151,623,684,1359,1256,986,1182
"ENSMUSG00000102457",3,2,1,2,3,1,1
"ENSMUSG00000079658",4654,3009,2955,5140,4304,3852,4211
"ENSMUSG00000097744",0,4,6,1,1,0,0
"ENSMUSG00000100959",0,0,0,0,1,0,0
"ENSMUSG00000025940",1622,1449,1234,2521,2209,1892,1937
"ENSMUSG00000025779",80,36,34,71,58,59,86
"ENSMUSG00000100093",0,0,0,0,0,1,2
"ENSMUSG00000091020",7,2,1,3,3,6,1
"ENSMUSG00000101640",0,0,0,0,0,0,0
"ENSMUSG00000104133",0,0,0,0,0,0,0
"ENSMUSG00000042686",342,375,349,533,573,515,433
"ENSMUSG00000100110",0,0,0,0,0,0,0
"ENSMUSG00000025777",43,12,14,36,30,36,60
"ENSMUSG00000099899",0,0,0,0,0,0,0
"ENSMUSG00000100272",0,0,0,0,0,0,0
"ENSMUSG00000100398",0,0,0,1,0,1,0
"ENSMUSG00000101589",3,0,6,7,7,1,7
"ENSMUSG00000102048",0,0,0,0,0,0,0
"ENSMUSG00000089534",0,0,0,0,0,0,0
"ENSMUSG00000067780",21,31,23,19,20,16,22
"ENSMUSG00000100053",6,4,1,10,5,2,4
"ENSMUSG00000085125",9,9,5,11,11,6,10
"ENSMUSG00000025776",251,268,240,569,406,344,324
"ENSMUSG00000099895",3,2,1,1,0,0,2
"ENSMUSG00000100554",0,0,0,0,0,0,0
"ENSMUSG00000099473",0,0,0,0,0,0,0
"ENSMUSG00000099591",1,0,0,1,0,1,0
"ENSMUSG00000109887",3,0,0,0,1,1,0
"ENSMUSG00000102001",0,0,0,0,0,0,0
"ENSMUSG00000101717",0,0,0,0,0,0,0
"ENSMUSG00000025774",0,0,0,0,0,0,0
"ENSMUSG00000070977",0,0,0,0,0,0,0
"ENSMUSG00000073735",0,0,0,0,0,0,0
"ENSMUSG00000067773",0,0,0,0,0,0,0
"ENSMUSG00000101685",0,1,1,0,0,0,1
"ENSMUSG00000101738",0,0,0,0,0,0,0
"ENSMUSG00000101306",0,0,0,0,0,0,0
"ENSMUSG00000088800",0,0,0,0,0,0,0
"ENSMUSG00000101644",0,0,0,0,0,0,0
"ENSMUSG00000099433",0,1,0,0,0,0,0
"ENSMUSG00000089787",0,0,0,0,0,0,0
"ENSMUSG00000042596",1,0,0,0,0,1,1
"ENSMUSG00000100720",11,6,3,18,15,11,14
"ENSMUSG00000025927",7,2,2,2,0,3,5
"ENSMUSG00000100538",0,0,0,0,0,0,0
"ENSMUSG00000101117",0,0,0,0,0,0,0
"ENSMUSG00000100204",1,3,0,5,3,0,2
"ENSMUSG00000084668",0,0,0,0,0,0,0
"ENSMUSG00000102597",0,0,0,0,0,0,0
"ENSMUSG00000043760",0,1,0,1,0,1,2
"ENSMUSG00000104095",0,0,0,0,0,0,0
"ENSMUSG00000089914",0,0,0,0,0,0,0
"ENSMUSG00000090142",0,0,0,0,2,0,1
"ENSMUSG00000070175",0,0,0,0,0,0,0
"ENSMUSG00000065559",0,0,0,0,0,0,0
"ENSMUSG00000099906",0,0,0,0,0,0,0
"ENSMUSG00000065480",0,0,0,0,0,0,0
"ENSMUSG00000025929",0,0,0,0,0,0,0
"ENSMUSG00000041872",7,7,5,3,3,6,2
"ENSMUSG00000041859",6516,6455,6674,8463,8262,7411,7196
"ENSMUSG00000099714",0,0,0,0,0,0,2
"ENSMUSG00000102121",0,0,0,0,0,0,0
"ENSMUSG00000088858",0,0,0,0,0,0,0
"ENSMUSG00000097934",9,14,3,10,8,9,10
"ENSMUSG00000025931",193,196,158,442,390,301,308
"ENSMUSG00000077314",0,0,0,0,0,0,0
"ENSMUSG00000100929",0,0,0,0,0,0,0
"ENSMUSG00000041809",12,11,9,35,33,27,19
"ENSMUSG00000041779",601,630,628,985,1001,784,867
"ENSMUSG00000099971",1,1,0,0,0,3,0
"ENSMUSG00000100819",7,4,2,5,3,4,7
"ENSMUSG00000025933",217,142,155,227,192,227,226
"ENSMUSG00000102633",0,0,0,0,0,0,0
"ENSMUSG00000025934",7,1,0,5,6,11,4
"ENSMUSG00000099343",0,0,0,0,0,0,0
"ENSMUSG00000096375",0,0,0,0,0,1,2
"ENSMUSG00000025936",0,0,0,0,0,0,0
"ENSMUSG00000093963",0,0,0,0,0,0,0
"ENSMUSG00000067750",0,0,0,0,0,0,0
"ENSMUSG00000086194",0,0,0,0,0,0,0
"ENSMUSG00000094436",0,0,0,0,0,0,0
"ENSMUSG00000041722",0,0,0,0,0,0,0
"ENSMUSG00000085507",0,0,0,0,0,0,0
"ENSMUSG00000094926",0,0,0,0,0,0,0
"ENSMUSG00000085079",0,0,2,0,2,0,0
"ENSMUSG00000085679",0,0,0,0,1,0,0
"ENSMUSG00000028033",584,732,634,1177,1096,861,884
"ENSMUSG00000104138",1,1,0,0,0,0,0
"ENSMUSG00000082935",18,9,11,16,10,12,16
"ENSMUSG00000103748",0,1,0,2,2,3,0
"ENSMUSG00000097109",5,12,13,20,23,16,15
"ENSMUSG00000099692",0,0,0,1,0,0,0
"ENSMUSG00000100418",0,0,0,0,0,0,0
"ENSMUSG00000041670",115,41,27,101,113,126,138
"ENSMUSG00000097642",0,0,0,0,0,0,0
"ENSMUSG00000101468",0,0,0,0,0,0,0
"ENSMUSG00000101227",0,0,0,0,0,0,1
"ENSMUSG00000073730",0,0,0,0,0,0,0
"ENSMUSG00000089553",0,0,0,0,0,0,0
"ENSMUSG00000102766",0,0,0,2,1,0,2
"ENSMUSG00000065405",0,0,0,0,0,0,0
"ENSMUSG00000097970",56,50,48,68,82,48,61
"ENSMUSG00000065567",0,0,0,0,0,0,0
"ENSMUSG00000100775",2,10,5,13,12,12,10
"ENSMUSG00000101226",0,0,0,0,0,0,0
"ENSMUSG00000026158",785,506,413,1021,906,1002,980
"ENSMUSG00000097920",0,0,0,1,0,0,0
"ENSMUSG00000099503",0,0,0,0,0,0,0
"ENSMUSG00000026156",66,62,76,78,80,75,71
"ENSMUSG00000026155",1042,943,974,1246,1149,1286,1338
"ENSMUSG00000026154",555,389,431,733,581,582,481
"ENSMUSG00000102495",4,6,2,3,5,3,1
"ENSMUSG00000026153",1346,1571,1600,2489,2367,1897,1908
"ENSMUSG00000102398",5,2,3,4,7,3,4
"ENSMUSG00000097670",0,0,0,0,0,0,0
"ENSMUSG00000026147",239,207,190,746,543,518,549
"ENSMUSG00000026141",0,0,0,2,0,1,2
"ENSMUSG00000077463",0,0,0,0,0,0,0
"ENSMUSG00000099997",6,1,0,1,1,4,3
"ENSMUSG00000100131",103,48,44,241,221,106,160
"ENSMUSG00000067736",41,24,8,55,52,35,35
"ENSMUSG00000101939",147,44,14,62,33,30,64
"ENSMUSG00000101111",186,41,47,238,222,191,218
"ENSMUSG00000100862",274,86,76,381,351,256,288
"ENSMUSG00000102070",213,69,56,242,237,193,198
"ENSMUSG00000101249",109,22,23,58,58,97,167
"ENSMUSG00000073725",838,738,783,1151,1047,920,969
"ENSMUSG00000100808",0,0,0,0,0,0,0
"ENSMUSG00000100483",0,0,0,0,0,0,0
"ENSMUSG00000100450",0,0,0,0,0,0,0
"ENSMUSG00000099392",0,0,0,0,0,0,0
"ENSMUSG00000033569",43,10,11,17,6,34,38
"ENSMUSG00000080849",0,0,0,0,0,0,0
"ENSMUSG00000104257",0,0,0,0,0,0,0
"ENSMUSG00000096866",0,0,0,0,0,0,0
"ENSMUSG00000102296",0,0,0,0,0,0,0
"ENSMUSG00000103209",0,0,0,0,0,0,0
"ENSMUSG00000104027",0,0,0,0,0,0,0
"ENSMUSG00000102407",0,0,0,0,0,0,0
"ENSMUSG00000103214",0,0,0,0,0,0,0
"ENSMUSG00000104100",0,0,0,0,0,0,0
"ENSMUSG00000084740",0,0,0,0,0,0,0
"ENSMUSG00000103889",0,0,0,0,0,0,0
"ENSMUSG00000101301",0,0,0,0,0,0,0
"ENSMUSG00000104221",0,0,0,0,0,0,0
"ENSMUSG00000102250",0,0,0,0,0,0,0
"ENSMUSG00000102317",0,0,0,0,0,0,0
"ENSMUSG00000103563",0,0,0,0,0,0,0
"ENSMUSG00000102465",0,0,0,0,0,0,0
"ENSMUSG00000102659",0,0,0,0,0,0,0
"ENSMUSG00000103924",0,0,0,0,0,0,0
"ENSMUSG00000104132",0,0,0,0,0,0,0
"ENSMUSG00000102747",0,0,0,0,0,1,0
"ENSMUSG00000102386",3,0,0,1,0,0,0
"ENSMUSG00000103004",0,0,0,0,0,0,0
"ENSMUSG00000104516",1,0,1,0,0,0,0
"ENSMUSG00000101618",0,0,0,0,0,0,0
"ENSMUSG00000099458",0,0,0,0,0,0,0
"ENSMUSG00000088111",0,0,0,0,0,0,0
"ENSMUSG00000073722",0,0,0,0,0,0,0
"ENSMUSG00000100310",0,0,0,0,0,0,0
"ENSMUSG00000101514",0,0,0,0,0,0,0
"ENSMUSG00000101033",0,0,0,0,0,0,0
"ENSMUSG00000101372",1,0,0,0,2,0,0
"ENSMUSG00000103241",0,0,0,0,0,0,1
"ENSMUSG00000086240",159,51,37,92,66,73,134
"ENSMUSG00000048411",0,0,0,0,0,0,0
"ENSMUSG00000081557",2,0,0,0,0,0,0
"ENSMUSG00000058590",0,0,0,0,0,0,0
"ENSMUSG00000101235",0,0,0,0,0,0,0
"ENSMUSG00000064433",0,0,0,0,0,0,0
"ENSMUSG00000080625",0,0,0,0,0,0,0
"ENSMUSG00000080391",0,0,0,0,0,0,0
"ENSMUSG00000099257",0,0,1,0,0,0,0
"ENSMUSG00000099492",34,30,26,31,24,31,34
"ENSMUSG00000101726",0,0,0,0,0,0,0
"ENSMUSG00000096829",0,0,0,0,0,0,0
"ENSMUSG00000098883",0,0,0,0,0,0,0
"ENSMUSG00000053185",0,0,0,0,0,0,0
"ENSMUSG00000100261",1,2,1,2,2,3,0
"ENSMUSG00000101180",0,0,0,0,0,0,0
"ENSMUSG00000048874",2412,2870,2963,4742,4467,3366,3412
"ENSMUSG00000103783",2,1,0,3,0,1,2
"ENSMUSG00000104315",0,0,0,2,2,0,0
"ENSMUSG00000026064",2067,1511,1620,2466,2270,1947,2114
"ENSMUSG00000086151",0,0,0,0,0,0,0
"ENSMUSG00000086726",0,0,0,0,0,0,0
"ENSMUSG00000087346",0,0,0,0,0,0,0
"ENSMUSG00000100371",0,0,0,0,0,0,0
"ENSMUSG00000100237",0,0,0,0,0,0,0
"ENSMUSG00000086727",0,0,0,0,0,0,1
"ENSMUSG00000100910",0,0,0,1,1,0,0
"ENSMUSG00000099796",0,0,0,0,3,0,0
"ENSMUSG00000050217",0,0,0,0,0,0,0
"ENSMUSG00000026063",0,0,0,0,0,0,0
"ENSMUSG00000077664",0,0,0,0,0,0,0
"ENSMUSG00000100205",0,0,0,0,0,0,2
"ENSMUSG00000100592",0,0,0,0,0,0,0
"ENSMUSG00000094215",0,0,0,0,0,0,0
"ENSMUSG00000101093",0,0,0,0,0,0,0
"ENSMUSG00000070960",18,0,4,2,4,7,17
"ENSMUSG00000088620",0,0,0,0,0,0,0
"ENSMUSG00000082159",0,0,0,0,0,0,0
"ENSMUSG00000026058",30,14,2,17,11,23,13
"ENSMUSG00000064688",0,0,0,0,0,0,0
"ENSMUSG00000103482",0,0,0,0,0,0,0
"ENSMUSG00000104498",1,0,0,0,0,0,0
"ENSMUSG00000104313",0,0,0,0,0,0,0
"ENSMUSG00000102865",0,0,0,0,0,0,0
"ENSMUSG00000102321",0,0,0,0,0,0,0
"ENSMUSG00000091318",0,4,0,0,1,0,1
"ENSMUSG00000089489",0,0,0,0,0,0,0
"ENSMUSG00000104433",0,0,0,0,0,0,0
"ENSMUSG00000089395",0,0,0,0,0,0,0
"ENSMUSG00000102926",0,0,0,0,0,0,0
"ENSMUSG00000100497",0,0,0,0,0,0,0
"ENSMUSG00000102917",0,0,0,0,0,0,0
"ENSMUSG00000100481",2,0,1,1,0,3,1
"ENSMUSG00000100590",0,0,0,0,0,0,0
"ENSMUSG00000088750",0,0,0,0,0,0,0
"ENSMUSG00000104230",0,0,0,0,0,0,0
"ENSMUSG00000101754",0,0,0,0,0,0,0
"ENSMUSG00000065223",0,0,0,0,0,0,0
"ENSMUSG00000100318",0,0,0,0,0,0,0
"ENSMUSG00000101612",0,1,0,0,0,0,0
"ENSMUSG00000065260",0,0,0,0,0,0,0
"ENSMUSG00000026134",925,816,879,1436,1334,1100,1189
"ENSMUSG00000101682",1,1,0,0,0,3,1
"ENSMUSG00000102714",0,1,0,1,0,0,0
"ENSMUSG00000102093",1,0,0,0,0,0,1
"ENSMUSG00000103746",24,27,20,28,34,21,22
"ENSMUSG00000102198",2,0,0,0,0,0,0
"ENSMUSG00000004768",630,635,660,1022,974,859,841
"ENSMUSG00000042215",2561,2689,2900,3190,2772,2472,2679
"ENSMUSG00000103072",6,17,6,8,12,4,8
"ENSMUSG00000042197",1470,1568,1485,2427,2221,1997,1940
"ENSMUSG00000081402",2,4,3,6,13,7,7
"ENSMUSG00000042182",109,66,50,173,130,120,153
"ENSMUSG00000104416",0,3,2,1,1,1,0
"ENSMUSG00000026131",1960,4102,4286,6774,5865,4264,4063
"ENSMUSG00000103596",0,0,1,0,0,1,1
"ENSMUSG00000099382",0,0,0,0,0,0,0
"ENSMUSG00000084506",0,0,0,0,0,0,0
"ENSMUSG00000103364",6,1,0,7,1,7,3
"ENSMUSG00000105982",0,0,0,0,0,0,0
"ENSMUSG00000096992",12,27,22,29,49,49,28
"ENSMUSG00000103001",0,0,0,1,0,0,3
"ENSMUSG00000104397",0,0,0,0,0,0,0
"ENSMUSG00000102839",0,0,0,0,0,0,0
"ENSMUSG00000101206",0,0,0,0,0,0,0
"ENSMUSG00000101462",13,13,4,25,11,17,27
"ENSMUSG00000102336",50,119,95,149,118,124,88
"ENSMUSG00000092852",0,0,0,0,0,0,0
"ENSMUSG00000042111",1373,1174,1174,1534,1231,1294,1393
"ENSMUSG00000101711",3,2,14,10,9,13,4
"ENSMUSG00000026127",2821,2563,2585,3314,2894,2956,2984
"ENSMUSG00000026126",58,45,61,73,49,77,76
"ENSMUSG00000100280",12,15,5,12,13,9,8
"ENSMUSG00000101223",3,4,6,4,4,4,0
"ENSMUSG00000026125",0,1,0,0,1,0,0
"ENSMUSG00000101116",0,0,0,0,0,0,0
"ENSMUSG00000026124",54,57,90,33,20,34,31
"ENSMUSG00000101803",0,0,3,0,1,0,0
"ENSMUSG00000037529",2,4,6,2,4,5,1
"ENSMUSG00000045815",1,0,0,0,0,0,0
"ENSMUSG00000045174",22,11,16,13,8,20,19
"ENSMUSG00000100524",0,0,0,0,0,0,0
"ENSMUSG00000102499",0,0,0,0,0,0,0
"ENSMUSG00000103521",0,0,0,0,0,0,0
"ENSMUSG00000104098",0,0,0,0,0,0,0
"ENSMUSG00000037509",260,248,277,557,566,437,410
"ENSMUSG00000102537",0,1,0,0,0,1,0
"ENSMUSG00000102612",0,0,0,0,0,0,0
"ENSMUSG00000104002",45,41,27,40,45,52,58
"ENSMUSG00000037503",5403,5876,5454,10123,9286,7983,7812
"ENSMUSG00000104358",4,39,32,34,28,28,16
"ENSMUSG00000026123",1711,1629,1630,3096,2761,2045,2208
"ENSMUSG00000103716",0,0,0,0,0,0,0
"ENSMUSG00000103548",0,3,1,3,0,0,2
"ENSMUSG00000103760",0,0,1,0,0,1,0
"ENSMUSG00000103997",0,0,0,0,0,0,0
"ENSMUSG00000077231",0,0,0,0,0,0,0
"ENSMUSG00000104417",0,0,0,0,0,0,0
"ENSMUSG00000064601",0,0,0,0,0,0,0
"ENSMUSG00000101714",0,0,0,0,0,0,0
"ENSMUSG00000102531",0,0,0,1,1,1,1
"ENSMUSG00000103096",0,3,0,1,1,1,1
"ENSMUSG00000102279",0,1,0,0,1,0,0
"ENSMUSG00000103708",11,5,7,10,6,9,3
"ENSMUSG00000104201",0,0,0,1,0,0,0
"ENSMUSG00000102434",0,2,0,5,0,0,0
"ENSMUSG00000045216",2617,2759,2896,3729,3281,3518,3290
"ENSMUSG00000104523",0,0,0,0,0,0,0
"ENSMUSG00000102202",9,10,24,25,26,30,30
"ENSMUSG00000037470",3542,4292,4423,6235,6294,5042,4972
"ENSMUSG00000098752",0,0,0,0,0,0,0
"ENSMUSG00000047180",37,47,32,103,64,84,75
"ENSMUSG00000037447",114,89,52,253,210,168,207
